Current Ratio,Debt-to-Equity Ratio,Revenue,Net Income,Free Cash Flow,Risk Classification
-0.2450215077338088,-0.2529447409506259,-0.8796577320059474,-0.7955293262718712,-0.5547100552385535,High Risk
-0.3621557891191598,-0.1900177783134482,-0.7378114556042542,-1.690779596386098,1.71228326479871,High Risk
0.1314087633581041,-0.265727184927073,1.8025647855939384,-0.1335136029983226,0.6331522267489262,High Risk
-0.3522762944569425,-0.1744255318071791,-0.8575928027110169,-1.0685827245944233,-1.3889177081289024,Low Risk
-0.303882574082452,-0.2811090571618934,1.0426070916056946,0.3223699969806277,-0.0152377626378044,High Risk
0.3329328081672512,-0.2808512378859371,-0.1805281978703196,-0.715643048083877,0.6165052478800414,High Risk
-0.3621557891191598,-0.1900177783134482,-0.7378114556042542,-1.690779596386098,1.365722916634057,High Risk
-0.3069155877391685,-0.2312607773994592,1.4296253821826173,0.4311670283157304,0.8843385811343709,Low Risk
-0.3262140369187311,-0.1386221504498027,0.8546260855680613,1.5830455602732534,0.1674968127307394,High Risk
-0.2718122046079439,-0.1998617657088797,1.3321209416009117,-0.0827367431655362,0.6254313973417422,High Risk
-0.2453043268015174,-0.1331173331173917,-0.8922455521382665,1.5452417706111434,1.5444427967841914,High Risk
-0.039882971871876,-0.2779742401987091,1.052590520741376,-0.4561367219336451,1.0256017479268325,Low Risk
0.8680532706210028,-0.1681044005635615,-0.7518959404964937,-0.550290856716649,1.5146983321025032,High Risk
-0.2622220008358332,0.0550969797633151,-0.8796577320059474,-0.7955293262718712,1.8046866529626453,High Risk
-0.2450747279459839,-0.133125579780386,-0.8961446989214497,1.54779272314048,1.543110883442551,High Risk
-0.3215105078243989,-0.2621028398287793,-0.6562558788122246,-0.4879906599735341,-0.4967197293325556,High Risk
-0.3381097705045476,-0.1647974479266111,-0.7489084747211195,0.9698621248313568,-0.1837610807482624,High Risk
-0.1889550502127395,0.0309291266716395,-0.2179808017437717,0.8056360668823479,-0.964385254022018,High Risk
-0.1226173051845731,-0.2572005970888061,0.1755550394722428,0.162593848688235,1.351082210373367,Low Risk
-0.3445430375112613,-0.2051120949396331,0.5459414133732587,-0.5042815149078774,1.34779476964016,Low Risk
-0.0814327841945517,-0.2255401686277335,-0.8652440947399065,-1.3570829802775572,-0.460805475641725,High Risk
-0.3580436202720539,-0.0500798902374187,-0.8828537073762444,-0.7529392257303487,0.1362007950732685,High Risk
-0.2832633104990608,-0.2318158206371786,0.900376342458869,0.7190020078268147,1.8520411731987088,Low Risk
-0.2819991112048653,-0.262651747782426,1.4112503091573734,0.1608454565492331,-0.6941578930425402,High Risk
0.1193926383975654,-0.2708810527572614,1.5025292006965385,1.4677614879719625,-0.3610328971807854,Low Risk
-0.3736953689971138,0.722530975793786,0.63996838139854,-0.3545470260145331,0.3773661869108972,Low Risk
-0.3451232230172547,-0.2743319884473353,-0.6562558788122246,-0.4879906599735341,-0.0038076056013462,Moderate Risk
-0.1391315282473347,-0.2651708023634069,0.5437412362284778,0.1732594840279803,1.6307260757044442,Moderate Risk
-0.0741883689882012,-0.2819312796142025,1.6864468159896182,0.364601528467793,-0.5516184627122,Low Risk
-0.3621557891191598,-0.1900177783134482,-0.7378114556042542,-1.690779596386098,-0.1715837803020528,High Risk
-0.1494142169675025,-0.1964396303224621,1.4198734399991055,1.4153430203259203,0.8152795851276626,Low Risk
-0.2708632940718069,-0.1012424433325927,1.3947975959115135,-0.926841810921875,0.5254920193272478,Moderate Risk
-0.2024566736404487,-0.270770846282668,0.4027072725759591,0.5753236254923005,-0.3363724166376658,Low Risk
-0.1641957269696369,0.722530975793786,1.040292268087982,0.0203658050033335,0.0438696434919984,Low Risk
-0.3325793487832891,-0.2792876127510895,-0.5414917467122959,-0.4730849986079409,0.0077929133104983,Low Risk
-0.3341244050657084,0.0028890173555661,1.3672366792455584,-0.1108531854538768,1.481727436338749,Low Risk
-0.3070325242120266,-0.1988542569772564,-0.8393947919601477,-0.5098895997295856,-1.2799906373725556,Low Risk
-0.338279927040078,-0.2797539720644377,0.4193864634802421,-0.0248296679021888,-0.1817364335945578,Low Risk
-0.2080164455328759,-0.2079894081295789,1.8229348374901344,0.0139078793483471,1.7529305076421633,Low Risk
0.3829793136061249,-0.2372423401507303,-0.3350582375574072,-0.5481571229027148,1.5870597659689822,Low Risk
-0.1100135196645646,-0.2495316476060069,-0.8784094358133111,-0.7853445950067133,-0.2673664374165191,High Risk
0.1187932702605725,-0.2769678488089036,2.156713018603597,1.7162052926554878,0.2825298261061802,Moderate Risk
-0.2789830216668925,-0.2015367104918506,2.1267891818078803,-0.315271809940275,1.009126731827318,High Risk
-0.1138790619372861,-0.2739305829127527,-0.3401771809837354,-0.557373848147241,-1.162127162847941,Low Risk
-0.1111145380435064,0.1285694512028857,0.5683986108461351,-0.0049076234649684,0.2043598800008399,Low Risk
-0.3515311673318156,0.0718442687981495,-0.6362799744778789,0.8471772083460756,-0.9309093431798536,Low Risk
-0.1436690306171,-0.2803033754020433,2.240341971489215,1.1570021935750587,-0.2703232713128227,Low Risk
-0.3580436202720539,-0.0500798902374187,-0.8828537073762444,-0.7529392257303487,0.6332627387203066,High Risk
-0.2680791297463232,-0.2494120909187536,-0.5605924185502993,0.0423575376791232,-0.290443737344409,Low Risk
-0.3185201911966216,-0.2630478535412077,-0.3383981320706548,2.023086201920912,0.6296830189625754,Low Risk
-0.2903459305602782,-0.0522544579536124,1.2284908864890005,-0.4304202002737263,1.6226319919218062,Moderate Risk
0.125955654734915,-0.1957022562881796,-0.7282952515633029,2.0675511346292224,0.7657648950501736,Low Risk
-0.3401594700200052,-0.2413568008412727,-0.3019336461782885,1.0022087442882397,0.3380297260224194,Low Risk
-0.2016550386367762,-0.2375639019822605,0.6334247782058692,-0.5314418787903276,-0.4182818960671768,High Risk
-0.1536756758126405,1.448584419953639,-0.5930602127901595,0.955627527449652,-0.2543256046960717,Low Risk
-0.2360915153285464,-0.1425066604901395,-0.8393947919601477,-0.5098895997295856,-1.2799906373725556,High Risk
-0.3580436202720539,-0.0500798902374187,-0.8828537073762444,-0.7529392257303487,-1.0568450467648507,High Risk
-0.3337065114908143,-0.2470500480430707,1.5191533225022442,1.3282264975656493,0.4230537743093016,Low Risk
-0.2806370320135378,0.722530975793786,0.8323670377269585,-0.3248436644452856,-0.0706917832359063,High Risk
-0.3235152175311854,-0.2605386907679676,-0.373023624945183,0.4533759915959129,0.482962691714049,High Risk
-0.1729970625680296,-0.2533573126106876,-0.8889962375171016,-0.8018406719053908,-0.8669745658060054,High Risk
-0.3515311673318156,0.0718442687981495,-0.6362799744778789,0.8471772083460756,-0.9309093431798536,Low Risk
-0.3413837846675128,-0.1753335581777212,-0.903671994622761,-0.6321931123294203,-1.3488208872900085,High Risk
-0.2876671570631485,-0.1352322193239828,0.297306572148418,2.082082209676311,0.9730231579904636,High Risk
-0.3231508352456607,1.816933902096184,0.416299809950414,1.470303980293479,0.0966022998624415,High Risk
0.6910854969180931,-0.2604177175346693,0.1521696223470164,-0.6613564373957039,0.2100841954095841,High Risk
0.2755642390691752,0.1973653103183028,1.066925327017967,-0.1359785084381438,-0.6371925126440872,High Risk
-0.2009132101761501,-0.1084866510990913,-0.8462375657165515,-0.5228573318347656,1.5055241845758678,High Risk
-0.191872926566519,-0.2755866713886639,-0.847233954540829,-1.2617799772092475,-0.3865467230387954,High Risk
-0.1129194133457261,-0.24953656738379,-0.8796577320059474,-0.7955293262718712,-0.2670066663361242,Low Risk
-0.2116642909280074,-0.1679552260761714,1.0014982075490766,1.3570902376209415,-0.5307664462397187,High Risk
-0.3036124903278232,-0.2195221947823515,-0.4857351096582474,-0.7025461920067011,0.906655663425284,High Risk
-0.3476951849438987,-0.192549605627028,2.0763868152769955,-0.4316666486055138,-1.1531690460041637,Low Risk
-0.3029921766268442,0.1094041803640616,-0.6562558788122246,-0.4879906599735341,-0.7358639689848042,High Risk
-0.3413837846675128,-0.1753335581777212,-0.903671994622761,-0.6321931123294203,-1.3488208872900085,High Risk
-0.0899338857435409,-0.2107197660577933,-0.4771222542674062,1.7298092718462663,-0.1667211439410213,Low Risk
0.0295322053795188,0.0063225229569278,0.1976269079875894,0.9182138690627762,-0.1907472934186339,Low Risk
1.580737007890435,-0.177450988816449,-0.89273159946444,-0.804365182951381,0.4472390730466492,High Risk
-0.1701983651636528,0.8519849265891754,0.0587155409626433,0.1251564460929955,0.5031381227142075,Low Risk
-0.3515311673318156,0.0718442687981495,-0.6362799744778789,0.8471772083460756,-0.9309093431798536,Low Risk
-0.1489865438380851,-0.1875795973731028,-0.8796577320059474,-0.7955293262718712,-0.7465678454379683,High Risk
-0.2786322552714054,-0.0679606199159117,1.9187096927142475,-0.8461760283217562,-1.3981439865887249,Low Risk
-0.3075206288813353,-0.2589493367901669,0.4487198824782241,-0.0759884077592285,-0.345546511057602,Low Risk
-0.3576222392661398,-0.1415523177672916,-0.3751921530500589,-0.5411459567480584,1.1753928653935772,High Risk
-0.2474151354706457,-0.2493995378010241,-0.5571940708735882,-0.5988617443962397,-0.6830110130875939,High Risk
-0.3381097705045476,-0.1647974479266111,-0.7489084747211195,0.9698621248313568,1.209478029226991,High Risk
-0.3180453959521898,0.722530975793786,0.0496182580714691,0.0207711195647243,0.3441677114614219,Low Risk
-0.1262457335659734,-0.2741235205173261,-0.8796577320059474,-0.7955293262718712,-0.4908090538911361,High Risk
-0.2219096091816915,-0.2497319767685165,-0.8345317802295775,-1.1128319115507748,0.5641156698719143,High Risk
-0.3318713400553503,-0.1587984514985865,2.11915678718432,-0.3710953017129486,0.5791169497764037,High Risk
0.4882349626352121,-0.2719908556143846,-0.0362637824704082,-0.6921032901442072,0.4402729674804715,Low Risk
-0.1812318829298335,-0.209946037952105,0.549089371861056,0.5613610630431853,0.5429043138351902,Low Risk
0.9550572442919358,-0.2796731633014164,-0.8118164282574055,-1.1352609830806653,-1.158693116762816,High Risk
-0.3642774986930637,-0.2507781559623243,1.6415348663813871,1.6194013762731096,0.0010775116665063,High Risk
-0.26411000726234,0.0980914618334548,0.4767120000416258,-0.7141557548042559,1.513552649731777,High Risk
1.0412991878669038,-0.177732171452096,-0.3350582375574072,-0.5481571229027148,-1.2273050294280377,High Risk
-0.2638417942711697,-0.0277651196758919,-0.3760781542089275,0.8270616966695571,1.6517726296774575,High Risk
-0.3488481271523135,0.4822886549622481,-0.8630422185916384,2.196886318846818,-0.124477296772215,High Risk
-0.2263181353050872,-0.0844987985941055,0.1295307578181406,-0.0904386652345369,-1.4440986588403957,High Risk
-0.3580436202720539,-0.0500798902374187,-0.8828537073762444,-0.7529392257303487,-0.2478695329254004,High Risk
0.1000443833270292,-0.2742757538190298,1.202767204477889,-0.1179258856015449,0.8933117326651318,High Risk
-0.2567336588282202,-0.0361054666027095,1.872183705343099,2.083709213080036,-0.6905662793336901,High Risk
-0.3375622082364262,-0.2567432937983424,1.9892934280267205,-0.1874232085104988,-1.2341355310062456,High Risk
-0.3522762944569425,-0.1744255318071791,-0.8575928027110169,-1.0685827245944233,-1.3889177081289024,High Risk
1.182106358457267,-0.0902019745626494,2.009984328900196,0.238829703534588,-1.2888741355606403,Low Risk
-0.1585661589121081,-0.2706644930085928,1.483309207032155,0.4852903344054206,0.0313555659877215,High Risk
-0.0088427827912258,-0.2818692560924396,1.3570427051956904,-0.0367442787338197,0.5679695453667988,High Risk
-0.3328936314557115,-0.2389918370901795,1.6096743407154337,-0.8590684124816031,-0.3924142960281959,Low Risk
-0.3272376769433044,-0.0695868831008955,-0.8700246159748612,-0.6723260995844269,1.7120688666983233,Low Risk
-0.1368716399502106,-0.2204444069264436,1.0995784827750807,0.5601492277437226,0.6834691604813016,Low Risk
-0.3381097705045476,-0.1647974479266111,-0.7489084747211195,0.9698621248313568,-1.388250704501521,Low Risk
-0.3580436202720539,-0.0500798902374187,-0.8828537073762444,-0.7529392257303487,0.7249918664030547,Low Risk
-0.2027427940403272,-0.1325860727617062,-0.3350582375574072,-0.5481571229027148,0.8960315524302183,Low Risk
-0.3758142982249464,-0.1652681784165574,-0.89273159946444,-0.804365182951381,0.8071044442588138,Low Risk
-0.1941001218083602,-0.2566947601848255,0.0731908954794096,-0.588781515984036,-0.601584931567751,Low Risk
-0.3621557891191598,-0.1900177783134482,-0.7378114556042542,-1.690779596386098,-0.0667911175743187,High Risk
-0.3515311673318156,0.0718442687981495,-0.6362799744778789,0.8471772083460756,-0.9309093431798536,Low Risk
-0.2351931096067343,-0.2030485597634828,-0.6974106148209676,2.0184497477174874,-0.3330498211221888,Moderate Risk
-0.111744593543883,-0.2034433039386398,-0.8796577320059474,-0.7955293262718712,1.0276084605005276,High Risk
-0.1038256418326644,-0.2719939124169943,-0.8796577320059474,-0.7955293262718712,-0.5017722976276302,Low Risk
-0.2347053924043828,-0.0625530830928299,-0.8623501489480913,-1.341769289122004,1.2027609911691053,Low Risk
1.922183908667854,-0.1708183846229271,-0.8652440947399065,-1.3570829802775572,-1.3685622030824032,High Risk
-0.2046644561594673,-0.1224505744805557,-0.8462375657165515,-0.5228573318347656,-1.4337170906619536,Low Risk
-0.147454064209519,-0.1933504287618582,-0.8393947919601477,-0.5098895997295856,-1.2799906373725556,High Risk
-0.2277545566151668,-0.2813398862977902,0.8820600556925803,1.890445429348787,-0.9060745954424108,Moderate Risk
-0.1518181715633556,0.722530975793786,2.09716531039956,-0.602974414195525,-0.2093183129272407,Low Risk
0.6281501869991698,1.347015659178593,-0.8268151365870618,-1.1537311420203478,-0.6689364623464221,Low Risk
-0.2877477069176136,-0.2506342156271738,-0.7854340026196991,-0.5116982674163132,0.28379808240727,High Risk
0.0583661686731549,-0.2041409088912723,0.4802104747183237,-0.7485377882539775,0.8231559042537921,High Risk
-0.1865075779123909,-0.1838402312395528,-0.8393947919601477,-0.5098895997295856,-1.2799906373725556,High Risk
-0.3381097705045476,-0.1647974479266111,-0.7489084747211195,0.9698621248313568,-0.0796834138007097,Moderate Risk
1.31382117603904,-0.05256235435443,-0.8462375657165515,-0.5228573318347656,0.3165014410212861,High Risk
-0.3621557891191598,-0.1900177783134482,-0.7378114556042542,-1.690779596386098,-0.997056073918494,High Risk
-0.3230019185951172,-0.2581092501641353,-0.3350582375574072,-0.5481571229027148,-1.0982927534883806,Low Risk
-0.3621557891191598,-0.1900177783134482,-0.7378114556042542,-1.690779596386098,-0.8641421516799378,High Risk
-0.0267839693875114,0.0264275221847671,-0.3350582375574072,-0.5481571229027148,0.4181213789558688,Moderate Risk
0.2721174998653739,-0.2542531866770816,1.6370565983371688,0.9013749055692826,-0.0240949998456945,High Risk
-0.055005067259634,-0.2774494042857364,1.0937425108544632,-0.3506954360736476,1.0283349662584855,Low Risk
-0.2036386581946607,-0.1895683560144968,-0.6562558788122246,-0.4879906599735341,-0.2233574351581717,Low Risk
-0.0941913484483975,-0.1286355140096622,-0.0141507951496066,1.553910865057596,1.0399913403398022,Low Risk
-0.3347388524529546,-0.1196275753201215,-0.8796577320059474,-0.7955293262718712,0.0795361309465729,High Risk
0.0256596891986345,0.722530975793786,-0.7454739066869803,1.6743009331314114,-0.1536696624565138,High Risk
-0.223919657529307,-0.2466236256945774,-0.0428555611704648,-0.0325228929354865,-0.3272205565355129,High Risk
0.0114220097993928,-0.1966570178255216,-0.0430963268119658,0.4157842237134466,0.5132140214140161,Moderate Risk
-0.3515311673318156,0.0718442687981495,-0.6362799744778789,0.8471772083460756,-0.9309093431798536,High Risk
-0.2451232398718712,-0.1549447192077694,-0.5169357972385219,-0.6586423846270009,0.0493652439559907,High Risk
1.505141301894037,-0.2324131206145621,-0.8796577320059474,-0.7955293262718712,0.2929716965164009,High Risk
0.0438944951479196,-0.0614322737118036,-0.7093135369379874,0.05060678209339,-1.1702993209465555,Low Risk
-0.1651257388472319,-0.2172021900337017,-0.273986776295666,-0.5907487305332992,-0.2474617484239063,Low Risk
-0.3413837846675128,-0.1753335581777212,-0.903671994622761,-0.6321931123294203,-1.3488208872900085,High Risk
-0.1102965947529387,-0.1908854794963674,1.502810704032204,-0.6579484285175599,1.230380297095619,Low Risk
0.002273242177778,-0.1974729358503043,-0.8268151365870618,-1.1537311420203478,-0.9430993202937386,High Risk
-0.3381097705045476,-0.1647974479266111,-0.7489084747211195,0.9698621248313568,-1.26019076704311,Low Risk
-0.0586857903763643,-0.2680688800154071,-0.89273159946444,-0.804365182951381,0.2378566260818985,Moderate Risk
1.0420512622099,-0.0465095404272596,-0.8796577320059474,-0.7955293262718712,-0.610886035864521,Low Risk
-0.215190454934417,0.8056788571151088,1.079956031253145,0.4069382185636694,-1.3114843012270354,High Risk
-0.2010949577663165,-0.2754691642047195,-0.89273159946444,-0.804365182951381,0.0626556908088152,Low Risk
0.2700667846974044,-0.0512975966637039,2.1674421973670905,2.126471132172375,-0.2447272532470972,Low Risk
-0.3515311673318156,0.0718442687981495,-0.6362799744778789,0.8471772083460756,-0.9309093431798536,High Risk
-0.0612528590053946,-0.2732277930257335,-0.8085158658658033,-0.8066597292718599,-0.8990087145045229,Low Risk
-0.3381097705045476,-0.1647974479266111,-0.7489084747211195,0.9698621248313568,-0.9241259909323212,High Risk
-0.1569970819693852,-0.1841232329412031,-0.8462375657165515,-0.5228573318347656,-0.8377629552622319,Low Risk
-0.3597384913656398,-0.184432991042488,-0.8652440947399065,-1.3570829802775572,-0.412799803100967,High Risk
0.0532485303137889,-0.2857169729466441,1.3822163349234242,-0.0250907418477822,0.5122916263152473,Low Risk
0.0046136769009845,-0.2114312865504446,1.8477415901641707,1.143912141279236,1.55204484649158,Low Risk
0.1412321927596954,0.4882287792932272,-0.6562558788122246,-0.4879906599735341,1.295955639092408,Moderate Risk
-0.3621557891191598,-0.1900177783134482,-0.7378114556042542,-1.690779596386098,0.3902208509566881,High Risk
-0.3524488382317146,-0.2748741693040784,1.2864428855580872,1.090055282180002,0.991167107034862,Low Risk
-0.1369283529850586,0.7571939223585938,2.242525624623588,-0.0388918308514091,0.2397017258730917,Moderate Risk
5.799825862294232,-0.2135336182901086,-0.8393947919601477,-0.5098895997295856,-1.2799906373725556,Low Risk
0.5043905812449829,-0.2246453934214954,-0.6562558788122246,-0.4879906599735341,-1.0801298249509004,Low Risk
0.4876826131700135,-0.1256344432816542,1.5208527983492677,0.5030417599617356,0.9418062450858984,Low Risk
-0.3381097705045476,-0.1647974479266111,-0.7489084747211195,0.9698621248313568,1.7233340116392315,Low Risk
-0.3522762944569425,-0.1744255318071791,-0.8575928027110169,-1.0685827245944233,-1.3889177081289024,High Risk
-0.1391282784522384,-0.2388476725015861,-0.8462375657165515,-0.5228573318347656,-0.6412024751199132,Moderate Risk
-0.2638775484050001,-0.2607809267475183,0.6479295270323882,1.9298733359182505,1.1538741787419324,High Risk
-0.1673749404615571,-0.2616644405714161,0.340008399743768,1.728425728301918,-0.8649498187591054,Low Risk
4.7484875383037455,-0.2768135548001385,0.1333770179088139,0.0572874208104408,-0.3673436710199392,Low Risk
-0.2420622071284976,-0.2446911992809766,1.5796081930491728,1.6357837455705178,1.3920177231705877,Low Risk
-0.2901785555936618,-0.1739367005577828,2.2071425758007406,-0.759334969391792,1.1986049395031413,High Risk
-0.2185783714800819,-0.2064304868339374,1.3623224025253595,1.612245606044301,1.3468916256603822,Moderate Risk
-0.1618611422713444,-0.2588653200869034,0.0916770515601235,0.2664334012222336,1.3963779469085495,Moderate Risk
-0.1918389599697545,-0.2395878296270956,-0.5070927613585909,-0.2228851075675863,-0.9513825498643894,Low Risk
-0.3237933564359426,-0.1964109584215316,0.422773719006955,-0.2063430107908963,1.831908638056016,Moderate Risk
-0.2136977778506875,-0.2695491588698148,-0.4827270796230026,1.546124857408112,-0.2481703076795894,Low Risk
-0.2397641742280431,-0.2622948408459172,0.6450247562610298,1.8640938276093129,0.9653346219800204,Low Risk
-0.1938470066287623,-0.2486179681777965,-0.0483988598815117,-0.0387603337642875,-0.3404576573738552,High Risk
-0.356773860703785,-0.1660807812605945,-0.0160892872659722,1.3991876676410648,0.7425039263563705,Moderate Risk
